feature_set,feature_set_name,fold,base_model,base_model_name,meta_coefficient
fused_reduced,Conventional + AlphaEarth Embeddings,3,extra_trees,Extra Trees,0.8244896046645701
fused_reduced,Conventional + AlphaEarth Embeddings,3,xgboost,XGBoost,0.7176385590154205
fused_reduced,Conventional + AlphaEarth Embeddings,3,lightgbm,LightGBM,-0.17455452013716558
fused_reduced,Conventional + AlphaEarth Embeddings,3,catboost,CatBoost,0.7619712293665991
fused_reduced,Conventional + AlphaEarth Embeddings,4,logistic_l2,Logistic Regression (L2),0.9328550742824453
fused_reduced,Conventional + AlphaEarth Embeddings,4,random_forest,Random Forest,-0.9504085340527245
fused_reduced,Conventional + AlphaEarth Embeddings,4,extra_trees,Extra Trees,1.379971229078228
fused_reduced,Conventional + AlphaEarth Embeddings,4,xgboost,XGBoost,1.2428971957769603
fused_reduced,Conventional + AlphaEarth Embeddings,4,lightgbm,LightGBM,-0.526338158238935
fused_reduced,Conventional + AlphaEarth Embeddings,4,catboost,CatBoost,0.6817420772157892
fused_reduced,Conventional + AlphaEarth Embeddings,5,logistic_l2,Logistic Regression (L2),1.031109922401266
fused_reduced,Conventional + AlphaEarth Embeddings,5,random_forest,Random Forest,-1.0384452869831962
fused_reduced,Conventional + AlphaEarth Embeddings,5,extra_trees,Extra Trees,1.4186050098312986
fused_reduced,Conventional + AlphaEarth Embeddings,5,xgboost,XGBoost,0.9374853110120718
fused_reduced,Conventional + AlphaEarth Embeddings,5,lightgbm,LightGBM,-0.5176829752327551
fused_reduced,Conventional + AlphaEarth Embeddings,5,catboost,CatBoost,0.933180266635697
