feature_set,feature_set_name,fold,base_model,base_model_name,meta_coefficient
alphaearth_embeddings,AlphaEarth Embeddings,4,random_forest,Random Forest,-0.7572749395798142
alphaearth_embeddings,AlphaEarth Embeddings,4,extra_trees,Extra Trees,1.2050407583321745
alphaearth_embeddings,AlphaEarth Embeddings,4,xgboost,XGBoost,0.5996838294680562
alphaearth_embeddings,AlphaEarth Embeddings,4,lightgbm,LightGBM,-0.3039001567549225
alphaearth_embeddings,AlphaEarth Embeddings,4,catboost,CatBoost,0.8621723323255152
alphaearth_embeddings,AlphaEarth Embeddings,5,logistic_l2,Logistic Regression (L2),1.133607773184425
alphaearth_embeddings,AlphaEarth Embeddings,5,random_forest,Random Forest,-0.5136671403139548
alphaearth_embeddings,AlphaEarth Embeddings,5,extra_trees,Extra Trees,1.059140989828008
alphaearth_embeddings,AlphaEarth Embeddings,5,xgboost,XGBoost,0.2635250877974133
alphaearth_embeddings,AlphaEarth Embeddings,5,lightgbm,LightGBM,-0.2944442660086619
alphaearth_embeddings,AlphaEarth Embeddings,5,catboost,CatBoost,1.0981516047890838
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,1,logistic_l2,Logistic Regression (L2),0.4212383576323072
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,1,random_forest,Random Forest,0.1896608710242463
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,1,extra_trees,Extra Trees,1.4014020826171656
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,1,xgboost,XGBoost,1.1353067278555857
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,1,lightgbm,LightGBM,-0.21541039130091436
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,1,catboost,CatBoost,0.4986358440344796
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,2,logistic_l2,Logistic Regression (L2),0.18439385318221935
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,2,random_forest,Random Forest,0.7647940521845756
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,2,extra_trees,Extra Trees,1.1965229212300195
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,2,xgboost,XGBoost,1.0197692275134553
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,2,lightgbm,LightGBM,-0.037978145036257085
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,2,catboost,CatBoost,0.2616137637715361
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,3,logistic_l2,Logistic Regression (L2),0.7406314933486191
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,3,random_forest,Random Forest,-0.13908275345845275
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,3,extra_trees,Extra Trees,1.1917676376141888
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,3,xgboost,XGBoost,0.4093746047101483
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,3,lightgbm,LightGBM,0.445891976447349
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,3,catboost,CatBoost,1.0117476717542748
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,4,logistic_l2,Logistic Regression (L2),0.3618502843688
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,4,random_forest,Random Forest,0.40213831935746785
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,4,extra_trees,Extra Trees,1.1978998202866113
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,4,xgboost,XGBoost,0.7911610514023263
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,4,lightgbm,LightGBM,0.19456004767958457
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,4,catboost,CatBoost,0.4524196756275414
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,5,logistic_l2,Logistic Regression (L2),0.31692057025210385
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,5,random_forest,Random Forest,0.2391961039586699
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,5,extra_trees,Extra Trees,1.331734282817181
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,5,xgboost,XGBoost,0.7791080953574318
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,5,lightgbm,LightGBM,0.16514637015780914
conventional_v3_alphaearth_embeddings,Conventional v3 + AlphaEarth Embeddings,5,catboost,CatBoost,0.5415156170904047
